glenda;0.088;62.195;242
lydia;0.086;62.281;243
viola;0.086;62.367;244
courtney;0.086;62.453;245
marian;0.086;62.539;246
stella;0.085;62.623;247
caroline;0.085;62.708;248
dora;0.084;62.792;249
jo;0.083;62.875;250
vickie;0.082;62.957;251
mattie;0.081;63.038;252
terry;0.08;63.118;253
maxine;0.079;63.198;254
irma;0.079;63.277;255
mabel;0.078;63.355;256
marsha;0.078;63.434;257
myrtle;0.078;63.511;258
lena;0.077;63.589;259
christy;0.077;63.665;260
deanna;0.076;63.742;261
patsy;0.076;63.818;262
hilda;0.075;63.893;263
gwendolyn;0.074;63.967;264
jennie;0.073;64.04;265
nora;0.073;64.113;266
margie;0.072;64.185;267
nina;0.072;64.257;268
cassandra;0.072;64.329;269
leah;0.072;64.401;270
penny;0.071;64.472;271
kay;0.071;64.543;272
priscilla;0.071;64.614;273
naomi;0.071;64.684;274
carole;0.071;64.755;275
brandy;0.07;64.825;276
olga;0.07;64.895;277
billie;0.069;64.964;278
dianne;0.069;65.033;279
tracey;0.069;65.102;280
leona;0.069;65.171;281
jenny;0.068;65.239;282
felicia;0.068;65.307;283
sonia;0.068;65.374;284
miriam;0.066;65.44;285
velma;0.066;65.506;286
becky;0.066;65.572;287
bobbie;0.065;65.637;288
violet;0.065;65.702;289
kristina;0.065;65.767;290
toni;0.064;65.831;291
misty;0.063;65.894;292
mae;0.063;65.957;293
shelly;0.062;66.019;294
daisy;0.062;66.081;295
ramona;0.062;66.143;296
sherri;0.062;66.205;297
erika;0.061;66.267;298
katrina;0.061;66.328;299
claire;0.061;66.388;300
lindsey;0.06;66.448;301
lindsay;0.06;66.507;302
geneva;0.059;66.567;303
guadalupe;0.059;66.626;304
belinda;0.059;66.685;305
margarita;0.059;66.743;306
sheryl;0.059;66.802;307
cora;0.058;66.86;308
faye;0.058;66.917;309
ada;0.057;66.975;310
natasha;0.057;67.032;311
sabrina;0.057;67.089;312
isabel;0.057;67.146;313
marguerite;0.056;67.202;314
hattie;0.056;67.257;315
harriet;0.056;67.313;316
molly;0.055;67.368;317
cecilia;0.055;67.424;318
kristi;0.055;67.479;319
brandi;0.055;67.534;320
blanche;0.055;67.589;321
sandy;0.055;67.644;322
rosie;0.055;67.699;323
joanna;0.055;67.754;324
iris;0.055;67.808;325
eunice;0.054;67.863;326
angie;0.054;67.917;327
inez;0.053;67.97;328
lynda;0.053;68.023;329
madeline;0.052;68.075;330
amelia;0.052;68.127;331
alberta;0.052;68.179;332
genevieve;0.051;68.23;333
monique;0.051;68.282;334
jodi;0.051;68.333;335
janie;0.051;68.385;336
maggie;0.051;68.436;337
kayla;0.051;68.487;338
sonya;0.051;68.538;339
jan;0.051;68.589;340
lee;0.051;68.641;341
kristine;0.051;68.691;342
candace;0.051;68.742;343
fannie;0.05;68.792;344
maryann;0.05;68.843;345
opal;0.05;68.893;346
alison;0.05;68.943;347
yvette;0.05;68.993;348
melody;0.05;69.043;349
luz;0.049;69.092;350
susie;0.049;69.142;351
olivia;0.049;69.191;352
flora;0.049;69.24;353
shelley;0.049;69.288;354
kristy;0.048;69.337;355
mamie;0.048;69.385;356
lula;0.048;69.433;357
lola;0.048;69.482;358
verna;0.048;69.53;359
beulah;0.048;69.577;360
antoinette;0.048;69.625;361
candice;0.046;69.671;362
juana;0.046;69.717;363
jeannette;0.046;69.763;364
pam;0.046;69.809;365
kelli;0.046;69.854;366
hannah;0.045;69.899;367
whitney;0.045;69.944;368
bridget;0.045;69.989;369
karla;0.044;70.034;370
celia;0.044;70.078;371
latoya;0.043;70.121;372
patty;0.043;70.165;373
shelia;0.043;70.208;374
gayle;0.043;70.251;375
della;0.043;70.294;376
vicky;0.043;70.336;377
lynne;0.043;70.379;378
sheri;0.042;70.421;379
marianne;0.042;70.463;380
kara;0.041;70.504;381
jacquelyn;0.041;70.544;382
erma;0.041;70.585;383
blanca;0.041;70.626;384
myra;0.04;70.666;385
leticia;0.04;70.706;386
pat;0.04;70.746;387
krista;0.04;70.786;388
roxanne;0.04;70.826;389
angelica;0.039;70.865;390
johnnie;0.039;70.905;391
robyn;0.039;70.944;392
francis;0.039;70.983;393
adrienne;0.039;71.022;394
rosalie;0.039;71.061;395
alexandra;0.039;71.1;396
brooke;0.039;71.139;397
bethany;0.039;71.177;398
sadie;0.039;71.216;399
bernadette;0.039;71.254;400
traci;0.038;71.293;401
jody;0.038;71.331;402
kendra;0.038;71.369;403
jasmine;0.038;71.407;404
nichole;0.038;71.445;405
rachael;0.038;71.483;406
chelsea;0.038;71.52;407
mable;0.038;71.558;408
ernestine;0.038;71.596;409
muriel;0.038;71.634;410
marcella;0.037;71.671;411
elena;0.037;71.708;412
krystal;0.037;71.745;413
angelina;0.037;71.781;414
nadine;0.036;71.818;415
kari;0.036;71.853;416
estelle;0.036;71.889;417
dianna;0.036;71.925;418
paulette;0.036;71.961;419
lora;0.036;71.996;420
mona;0.035;72.032;421
doreen;0.035;72.067;422
rosemarie;0.035;72.102;423
angel;0.035;72.137;424
desiree;0.035;72.172;425
antonia;0.035;72.207;426
hope;0.034;72.241;427
ginger;0.034;72.274;428
janis;0.034;72.308;429
betsy;0.034;72.342;430
christie;0.034;72.375;431
freda;0.034;72.409;432
mercedes;0.033;72.442;433
meredith;0.033;72.475;434
lynette;0.033;72.508;435
teri;0.033;72.541;436
cristina;0.033;72.573;437
eula;0.033;72.606;438
leigh;0.032;72.638;439
meghan;0.032;72.67;440
sophia;0.032;72.702;441
eloise;0.032;72.734;442
rochelle;0.032;72.766;443
gretchen;0.032;72.798;444
cecelia;0.032;72.829;445
raquel;0.031;72.86;446
henrietta;0.031;72.891;447
alyssa;0.031;72.922;448
jana;0.031;72.953;449
kelley;0.031;72.983;450
gwen;0.031;73.014;451
kerry;0.031;73.044;452
jenna;0.03;73.075;453
tricia;0.03;73.105;454
laverne;0.03;73.135;455
olive;0.03;73.165;456
alexis;0.03;73.195;457
tasha;0.03;73.225;458
silvia;0.029;73.254;459
elvira;0.029;73.284;460
casey;0.029;73.313;461
delia;0.029;73.342;462
sophie;0.029;73.372;463
kate;0.029;73.401;464
patti;0.029;73.43;465
lorena;0.029;73.459;466
kellie;0.029;73.488;467
sonja;0.029;73.517;468
lila;0.029;73.546;469
lana;0.029;73.575;470
darla;0.029;73.604;471
may;0.029;73.633;472
mindy;0.029;73.661;473
essie;0.029;73.69;474
mandy;0.029;73.719;475
lorene;0.028;73.747;476
elsa;0.028;73.775;477
josefina;0.028;73.804;478
jeannie;0.028;73.832;479
miranda;0.028;73.86;480
dixie;0.028;73.888;481
lucia;0.028;73.916;482
marta;0.028;73.944;483
faith;0.028;73.972;484
lela;0.028;73.999;485
johanna;0.028;74.027;486
shari;0.028;74.055;487
camille;0.028;74.082;488
tami;0.027;74.11;489
shawna;0.027;74.137;490
elisa;0.027;74.164;491
ebony;0.027;74.192;492
melba;0.027;74.219;493
ora;0.027;74.246;494
nettie;0.027;74.273;495
tabitha;0.027;74.3;496
ollie;0.027;74.327;497
jaime;0.027;74.354;498
winifred;0.027;74.381;499
kristie;0.027;74.408;500
marina;0.027;74.435;501
alisha;0.027;74.462;502
aimee;0.027;74.488;503
rena;0.027;74.515;504
myrna;0.026;74.541;505
marla;0.026;74.567;506
tammie;0.026;74.593;507
latasha;0.026;74.619;508
bonita;0.026;74.645;509
patrice;0.026;74.671;510
ronda;0.026;74.697;511
sherrie;0.026;74.722;512
addie;0.026;74.748;513
francine;0.025;74.773;514
deloris;0.025;74.799;515
stacie;0.025;74.824;516
adriana;0.025;74.849;517
cheri;0.025;74.874;518
shelby;0.025;74.899;519
abigail;0.025;74.924;520
celeste;0.025;74.949;521
jewel;0.025;74.974;522
cara;0.025;74.999;523
adele;0.025;75.024;524
rebekah;0.025;75.048;525
lucinda;0.025;75.073;526
dorthy;0.025;75.097;527
chris;0.024;75.122;528
effie;0.024;75.146;529
trina;0.024;75.171;530
reba;0.024;75.195;531
shawn;0.024;75.219;532
sallie;0.024;75.244;533
aurora;0.024;75.268;534
lenora;0.024;75.292;535
etta;0.024;75.317;536
lottie;0.024;75.341;537
kerri;0.024;75.365;538
trisha;0.024;75.389;539
nikki;0.024;75.413;540
estella;0.024;75.438;541
francisca;0.024;75.461;542
josie;0.024;75.485;543
tracie;0.024;75.509;544
marissa;0.024;75.533;545
karin;0.024;75.557;546
brittney;0.024;75.58;547
janelle;0.024;75.604;548
lourdes;0.024;75.628;549
laurel;0.024;75.651;550
helene;0.024;75.675;551
fern;0.024;75.698;552
elva;0.024;75.722;553
corinne;0.024;75.745;554
kelsey;0.024;75.769;555
ina;0.023;75.792;556
bettie;0.023;75.816;557
elisabeth;0.023;75.839;558
aida;0.023;75.862;559
caitlin;0.023;75.886;560
ingrid;0.023;75.909;561
iva;0.023;75.932;562
eugenia;0.023;75.955;563
christa;0.023;75.978;564
goldie;0.023;76;565
cassie;0.023;76.023;566
maude;0.023;76.046;567
jenifer;0.023;76.068;568
therese;0.022;76.091;569
frankie;0.022;76.113;570
dena;0.022;76.136;571
lorna;0.022;76.158;572
janette;0.022;76.18;573
latonya;0.022;76.202;574
candy;0.022;76.224;575
morgan;0.022;76.247;576
consuelo;0.022;76.269;577
tamika;0.022;76.291;578
rosetta;0.022;76.313;579
debora;0.022;76.334;580
cherie;0.022;76.356;581
polly;0.022;76.378;582
dina;0.022;76.4;583
jewell;0.021;76.421;584
fay;0.021;76.442;585
jillian;0.021;76.464;586
dorothea;0.021;76.485;587
nell;0.021;76.506;588
trudy;0.021;76.527;589
esperanza;0.021;76.548;590
patrica;0.021;76.57;591
kimberley;0.021;76.591;592
shanna;0.021;76.611;593
helena;0.021;76.632;594
carolina;0.021;76.653;595
cleo;0.021;76.674;596
stefanie;0.021;76.694;597
rosario;0.02;76.715;598
ola;0.02;76.735;599
janine;0.02;76.756;600
mollie;0.02;76.776;601
lupe;0.02;76.796;602
alisa;0.02;76.816;603
lou;0.02;76.836;604
maribel;0.02;76.856;605
susanne;0.02;76.875;606
bette;0.019;76.895;607
susana;0.019;76.914;608
elise;0.019;76.933;609
cecile;0.019;76.953;610
isabelle;0.019;76.972;611
lesley;0.019;76.991;612
jocelyn;0.019;77.01;613
paige;0.019;77.03;614
joni;0.019;77.049;615
rachelle;0.019;77.068;616
leola;0.019;77.087;617
daphne;0.019;77.106;618
alta;0.019;77.125;619
ester;0.019;77.144;620
petra;0.019;77.162;621
graciela;0.019;77.181;622
imogene;0.019;77.2;623
jolene;0.019;77.219;624
keisha;0.019;77.237;625
lacey;0.018;77.256;626
glenna;0.018;77.274;627
gabriela;0.018;77.293;628
keri;0.018;77.311;629
ursula;0.018;77.329;630
lizzie;0.018;77.347;631
kirsten;0.018;77.366;632
shana;0.018;77.384;633
adeline;0.018;77.402;634
mayra;0.018;77.42;635
jayne;0.018;77.438;636
jaclyn;0.018;77.456;637
gracie;0.018;77.474;638
sondra;0.018;77.492;639
carmela;0.018;77.509;640
marisa;0.018;77.527;641
rosalind;0.018;77.545;642
charity;0.018;77.563;643
tonia;0.018;77.58;644
beatriz;0.018;77.598;645
marisol;0.018;77.616;646
clarice;0.018;77.633;647
jeanine;0.017;77.651;648
sheena;0.017;77.668;649
angeline;0.017;77.685;650
frieda;0.017;77.703;651
lily;0.017;77.72;652
robbie;0.017;77.737;653
shauna;0.017;77.754;654
millie;0.017;77.771;655
claudette;0.017;77.788;656
cathleen;0.017;77.805;657
angelia;0.017;77.822;658
gabrielle;0.017;77.839;659
autumn;0.017;77.856;660
katharine;0.017;77.873;661
summer;0.017;77.89;662
jodie;0.017;77.907;663
staci;0.017;77.923;664
lea;0.017;77.94;665
christi;0.017;77.957;666
jimmie;0.017;77.974;667
justine;0.017;77.99;668
elma;0.017;78.007;669
luella;0.017;78.023;670
margret;0.017;78.04;671
dominique;0.016;78.056;672
socorro;0.016;78.073;673
rene;0.016;78.089;674
martina;0.016;78.105;675
margo;0.016;78.122;676
mavis;0.016;78.138;677
callie;0.016;78.154;678
bobbi;0.016;78.17;679
maritza;0.016;78.186;680
lucile;0.016;78.202;681
leanne;0.016;78.219;682
jeannine;0.016;78.235;683
deana;0.016;78.251;684
aileen;0.016;78.267;685
lorie;0.016;78.282;686
ladonna;0.016;78.298;687
willa;0.016;78.314;688
manuela;0.016;78.33;689
gale;0.016;78.346;690
selma;0.016;78.361;691
dolly;0.016;78.377;692
sybil;0.016;78.393;693
abby;0.016;78.408;694
lara;0.016;78.424;695
dale;0.016;78.44;696
ivy;0.016;78.455;697
dee;0.016;78.471;698
winnie;0.016;78.486;699
marcy;0.016;78.502;700
luisa;0.016;78.517;701
jeri;0.015;78.533;702
magdalena;0.015;78.548;703
ofelia;0.015;78.563;704
meagan;0.015;78.579;705
audra;0.015;78.594;706
matilda;0.015;78.609;707
leila;0.015;78.624;708
cornelia;0.015;78.639;709
bianca;0.015;78.654;710
simone;0.015;78.669;711
bettye;0.015;78.684;712
randi;0.015;78.699;713
virgie;0.015;78.713;714
latisha;0.015;78.728;715
barbra;0.015;78.743;716
georgina;0.015;78.758;717
eliza;0.015;78.772;718
leann;0.015;78.787;719
bridgette;0.015;78.801;720
rhoda;0.014;78.816;721
haley;0.014;78.83;722
adela;0.014;78.845;723
nola;0.014;78.859;724
bernadine;0.014;78.873;725
flossie;0.014;78.887;726
ila;0.014;78.902;727
greta;0.014;78.916;728
ruthie;0.014;78.93;729
nelda;0.014;78.944;730
minerva;0.014;78.958;731
lilly;0.014;78.973;732
terrie;0.014;78.987;733
letha;0.014;79.001;734
hilary;0.014;79.015;735
estela;0.014;79.029;736
valarie;0.014;79.043;737
brianna;0.014;79.057;738
rosalyn;0.014;79.071;739
earline;0.014;79.085;740
catalina;0.014;79.099;741
ava;0.014;79.113;742
mia;0.014;79.127;743
clarissa;0.014;79.141;744
lidia;0.014;79.155;745
corrine;0.014;79.169;746
alexandria;0.014;79.183;747
concepcion;0.014;79.196;748
tia;0.014;79.21;749
sharron;0.014;79.224;750
rae;0.014;79.238;751
dona;0.014;79.251;752
ericka;0.014;79.265;753
jami;0.014;79.278;754
elnora;0.014;79.292;755
chandra;0.014;79.306;756
lenore;0.014;79.319;757
neva;0.013;79.333;758
marylou;0.013;79.346;759
melisa;0.013;79.36;760
tabatha;0.013;79.373;761
serena;0.013;79.386;762
avis;0.013;79.4;763
allie;0.013;79.413;764
sofia;0.013;79.426;765
jeanie;0.013;79.439;766
odessa;0.013;79.453;767
nannie;0.013;79.466;768
harriett;0.013;79.479;769
loraine;0.013;79.492;770
penelope;0.013;79.505;771
milagros;0.013;79.518;772
emilia;0.013;79.531;773
benita;0.013;79.544;774
allyson;0.013;79.557;775
ashlee;0.013;79.57;776
tania;0.013;79.583;777
tommie;0.013;79.596;778
esmeralda;0.013;79.608;779
karina;0.013;79.621;780
eve;0.013;79.634;781
pearlie;0.013;79.647;782
zelma;0.013;79.659;783
malinda;0.013;79.672;784
noreen;0.013;79.684;785
tameka;0.013;79.697;786
saundra;0.013;79.71;787
hillary;0.013;79.722;788
amie;0.013;79.735;789
althea;0.012;79.747;790
rosalinda;0.012;79.76;791
jordan;0.012;79.772;792
lilia;0.012;79.784;793
alana;0.012;79.797;794
gay;0.012;79.809;795
clare;0.012;79.821;796
alejandra;0.012;79.834;797
elinor;0.012;79.846;798
michael;0.012;79.858;799
lorrie;0.012;79.87;800
jerri;0.012;79.882;801
darcy;0.012;79.895;802
earnestine;0.012;79.907;803
carmella;0.012;79.919;804
taylor;0.012;79.931;805
noemi;0.012;79.943;806
marcie;0.012;79.954;807
liza;0.012;79.966;808
annabelle;0.012;79.978;809
louisa;0.012;79.99;810
earlene;0.012;80.002;811
mallory;0.012;80.014;812
carlene;0.012;80.025;813
nita;0.012;80.037;814
selena;0.012;80.049;815
tanisha;0.012;80.06;816
katy;0.012;80.072;817
julianne;0.012;80.083;818
john;0.012;80.095;819
lakisha;0.011;80.106;820
edwina;0.011;80.118;821
maricela;0.011;80.129;822
margery;0.011;80.141;823
kenya;0.011;80.152;824
dollie;0.011;80.164;825
roxie;0.011;80.175;826
roslyn;0.011;80.187;827
kathrine;0.011;80.198;828
nanette;0.011;80.209;829
charmaine;0.011;80.221;830
lavonne;0.011;80.232;831
ilene;0.011;80.243;832
kris;0.011;80.255;833
tammi;0.011;80.266;834
suzette;0.011;80.277;835
corine;0.011;80.288;836
kaye;0.011;80.3;837
jerry;0.011;80.311;838
merle;0.011;80.322;839
chrystal;0.011;80.333;840
lina;0.011;80.344;841
deanne;0.011;80.355;842
lilian;0.011;80.366;843
juliana;0.011;80.377;844
aline;0.011;80.388;845
luann;0.011;80.399;846
kasey;0.011;80.41;847
maryanne;0.011;80.421;848
evangeline;0.011;80.432;849
colette;0.011;80.443;850
melva;0.011;80.453;851
lawanda;0.011;80.464;852
yesenia;0.011;80.475;853
nadia;0.011;80.486;854
madge;0.011;80.497;855
kathie;0.011;80.507;856
eddie;0.011;80.518;857
ophelia;0.011;80.529;858
valeria;0.011;80.539;859
nona;0.011;80.55;860
mitzi;0.011;80.561;861
mari;0.011;80.571;862
georgette;0.011;80.582;863
claudine;0.011;80.592;864
fran;0.011;80.603;865
alissa;0.011;80.613;866
roseann;0.01;80.624;867
lakeisha;0.01;80.634;868
susanna;0.01;80.645;869
reva;0.01;80.655;870
deidre;0.01;80.665;871
chasity;0.01;80.676;872
sheree;0.01;80.686;873
carly;0.01;80.697;874
james;0.01;80.707;875
elvia;0.01;80.717;876
alyce;0.01;80.728;877
deirdre;0.01;80.738;878
gena;0.01;80.748;879
briana;0.01;80.758;880
araceli;0.01;80.769;881
katelyn;0.01;80.779;882
rosanne;0.01;80.789;883
wendi;0.01;80.799;884
tessa;0.01;80.81;885
berta;0.01;80.82;886
marva;0.01;80.83;887
imelda;0.01;80.84;888
marietta;0.01;80.85;889
marci;0.01;80.86;890
leonor;0.01;80.87;891
arline;0.01;80.88;892
sasha;0.01;80.89;893
madelyn;0.01;80.9;894
janna;0.01;80.91;895
juliette;0.01;80.92;896
deena;0.01;80.929;897
aurelia;0.01;80.939;898
josefa;0.01;80.949;899
augusta;0.01;80.959;900
liliana;0.01;80.968;901
young;0.01;80.978;902
christian;0.01;80.988;903
lessie;0.01;80.997;904
amalia;0.01;81.007;905
savannah;0.01;81.017;906
anastasia;0.01;81.026;907
vilma;0.01;81.036;908
natalia;0.01;81.045;909
rosella;0.01;81.055;910
lynnette;0.01;81.064;911
corina;0.01;81.074;912
alfreda;0.009;81.083;913
leanna;0.009;81.093;914
carey;0.009;81.102;915
amparo;0.009;81.112;916
coleen;0.009;81.121;917
tamra;0.009;81.131;918
aisha;0.009;81.14;919
wilda;0.009;81.149;920
karyn;0.009;81.159;921
cherry;0.009;81.168;922
queen;0.009;81.177;923
maura;0.009;81.187;924
mai;0.009;81.196;925
evangelina;0.009;81.205;926
rosanna;0.009;81.214;927
hallie;0.009;81.224;928
erna;0.009;81.233;929
enid;0.009;81.242;930
mariana;0.009;81.251;931
lacy;0.009;81.26;932
juliet;0.009;81.27;933
jacklyn;0.009;81.279;934
freida;0.009;81.288;935
madeleine;0.009;81.297;936
mara;0.009;81.306;937
hester;0.009;81.315;938
cathryn;0.009;81.324;939
lelia;0.009;81.333;940
casandra;0.009;81.343;941
bridgett;0.009;81.352;942
angelita;0.009;81.361;943
jannie;0.009;81.37;944
dionne;0.009;81.379;945
annmarie;0.009;81.388;946
katina;0.009;81.397;947
beryl;0.009;81.405;948
phoebe;0.009;81.414;949
millicent;0.009;81.423;950
katheryn;0.009;81.432;951
diann;0.009;81.441;952
carissa;0.009;81.45;953
maryellen;0.009;81.459;954
liz;0.009;81.468;955
lauri;0.009;81.476;956
helga;0.009;81.485;957
gilda;0.009;81.494;958
adrian;0.009;81.503;959
rhea;0.009;81.511;960
marquita;0.009;81.52;961
hollie;0.009;81.529;962
tisha;0.009;81.538;963
tamera;0.009;81.546;964
angelique;0.009;81.555;965
francesca;0.009;81.564;966
britney;0.009;81.573;967
kaitlin;0.009;81.581;968
lolita;0.009;81.59;969
florine;0.009;81.599;970
rowena;0.009;81.607;971
reyna;0.009;81.616;972
twila;0.009;81.624;973
fanny;0.009;81.633;974
janell;0.009;81.641;975
ines;0.009;81.65;976
concetta;0.009;81.658;977
bertie;0.009;81.667;978
alba;0.009;81.676;979
brigitte;0.009;81.684;980
alyson;0.009;81.693;981
vonda;0.008;81.701;982
pansy;0.008;81.71;983
elba;0.008;81.718;984
noelle;0.008;81.726;985
letitia;0.008;81.735;986
kitty;0.008;81.743;987
deann;0.008;81.752;988
brandie;0.008;81.76;989
louella;0.008;81.769;990
leta;0.008;81.777;991
felecia;0.008;81.786;992
sharlene;0.008;81.794;993
lesa;0.008;81.802;994
beverley;0.008;81.811;995
robert;0.008;81.819;996
isabella;0.008;81.827;997
herminia;0.008;81.836;998
terra;0.008;81.844;999
celina;0.008;81.852;1000
tori;0.008;81.861;1001
octavia;0.008;81.869;1002
jade;0.008;81.877;1003
denice;0.008;81.885;1004
germaine;0.008;81.894;1005
sierra;0.008;81.902;1006
michell;0.008;81.91;1007
cortney;0.008;81.918;1008
nelly;0.008;81.926;1009
doretha;0.008;81.934;1010
sydney;0.008;81.943;1011
deidra;0.008;81.951;1012
